PromptNum,Input,Vibe,Relevancy,Accuracy,TrackCount
8913,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,5
8914,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,10
8915,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,20
8916,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,50
8917,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,75.0,100.0,5
8918,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,10
8919,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,20
8920,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,50
8921,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,85.0,100.0,5
8922,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,10
8923,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,20
8924,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,50
8925,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,5
8926,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,10
8927,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,20
8928,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,50
8929,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,5
8930,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,10
8931,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,20
8932,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,50
8933,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,5
8934,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,10
8935,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,20
8936,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,50
8937,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,85.0,100.0,5
8938,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,10
8939,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,85.0,100.0,20
8940,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,50
8941,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,5
8942,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,10
8943,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,20
8944,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,50
8945,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,35.0,100.0,5
8946,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,10
8947,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,70.0,100.0,20
8948,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,50
8949,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,85.0,100.0,5
8950,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,10
8951,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,20
8952,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,50
8953,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,50.0,100.0,5
8954,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,10
8955,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,90.0,100.0,20
8956,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,100.0,100.0,50
8957,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,5
8958,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,60.0,100.0,10
8959,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,20
8960,"industrial techno warehouse, berlin 4am, strobe lights, dark heavy bass",dark,95.0,100.0,50
8961,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
8962,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8963,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
8964,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,20.0,100.0,13
8965,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,90.0,100.0,5
8966,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8967,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
8968,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
8969,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,5
8970,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8971,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
8972,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
8973,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
8974,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,10
8975,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,95.0,100.0,20
8976,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
8977,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,5
8978,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8979,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,20.0,100.0,12
8980,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,83.0,100.0,50
8981,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
8982,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,10
8983,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
8984,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,20.0,100.0,13
8985,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,90.0,100.0,5
8986,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8987,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,20
8988,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
8989,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
8990,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,90.0,100.0,10
8991,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,20
8992,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,50
8993,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,83.0,100.0,5
8994,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,10
8995,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,20
8996,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
8997,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
8998,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
8999,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,20.0,100.0,13
9000,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,50
9001,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
9002,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
9003,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
9004,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,13
9005,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,5
9006,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
9007,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,20
9008,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
9009,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,5
9010,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,10
9011,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,20
9012,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,50
9013,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,83.0,100.0,5
9014,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
9015,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,20
9016,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
9017,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,65.0,100.0,5
9018,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
9019,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,13
9020,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,50
9021,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
9022,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,10
9023,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
9024,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,20.0,100.0,12
9025,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,5
9026,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,10
9027,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
9028,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
9029,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
9030,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,100.0,100.0,10
9031,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,20
9032,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,50
9033,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,50.0,100.0,5
9034,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,35.0,100.0,10
9035,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,65.0,100.0,20
9036,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,60.0,100.0,50
9037,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,90.0,100.0,5
9038,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,70.0,100.0,10
9039,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,45.0,100.0,13
9040,"symphonic epic battle, dragons flying, choir swelling, huge orchestration",cinematic,95.0,100.0,50
9041,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9042,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9043,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9044,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9045,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,90.0,100.0,5
9046,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9047,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9048,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9049,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9050,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9051,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9052,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9053,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9054,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9055,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,95.0,100.0,20
9056,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9057,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9058,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9059,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9060,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,83.0,100.0,50
9061,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9062,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9063,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9064,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9065,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,90.0,100.0,5
9066,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,10
9067,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9068,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,50
9069,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9070,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,95.0,100.0,10
9071,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,70.0,100.0,20
9072,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9073,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,80.0,100.0,5
9074,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9075,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,100.0,100.0,20
9076,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9077,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9078,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9079,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9080,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,100.0,100.0,50
9081,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9082,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9083,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9084,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9085,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,95.0,100.0,5
9086,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9087,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9088,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9089,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9090,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9091,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,20
9092,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9093,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,70.0,100.0,5
9094,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9095,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,95.0,100.0,20
9096,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,50
9097,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9098,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,10
9099,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9100,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,100.0,100.0,50
9101,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9102,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,10
9103,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9104,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9105,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9106,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9107,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,20
9108,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,50
9109,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9110,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,100.0,100.0,10
9111,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9112,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,50
9113,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,5
9114,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,10
9115,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,75.0,100.0,20
9116,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,50
9117,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,35.0,100.0,5
9118,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,60.0,100.0,10
9119,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,50.0,100.0,20
9120,"classic 70s soul, motown feel, funky bassline, smooth vocals",retro,95.0,100.0,50
9121,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,83.0,100.0,5
9122,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,10
9123,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9124,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,80.0,50
9125,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,90.0,100.0,5
9126,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,60.0,100.0,10
9127,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,60.0,100.0,20
9128,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,60.0,100.0,50
9129,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,50.0,100.0,5
9130,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,55.0,100.0,10
9131,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9132,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,50
9133,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,5
9134,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,10
9135,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9136,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,50
9137,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,5
9138,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,10
9139,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9140,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,90.0,100.0,50
9141,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,75.0,100.0,5
9142,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,10
9143,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9144,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,80.0,50
9145,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,90.0,100.0,5
9146,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,83.0,100.0,10
9147,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9148,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,50
9149,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,75.0,100.0,5
9150,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,10
9151,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,80.0,100.0,20
9152,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,50
9153,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,100.0,100.0,5
9154,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,10
9155,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9156,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,50
9157,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,83.0,100.0,5
9158,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,85.0,100.0,10
9159,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,20
9160,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,100.0,100.0,50
9161,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,93.0,100.0,5
9162,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,80.0,100.0,10
9163,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9164,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,80.0,50
9165,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,5
9166,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,35.0,100.0,10
9167,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,50.0,100.0,20
9168,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,35.0,100.0,50
9169,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,50.0,100.0,5
9170,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",hype,55.0,100.0,10
9171,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9172,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,50
9173,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,5
9174,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,10
9175,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9176,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,50
9177,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,93.0,100.0,5
9178,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,93.0,100.0,10
9179,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,70.0,100.0,20
9180,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,50
9181,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,50.0,100.0,5
9182,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,35.0,100.0,10
9183,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,50.0,100.0,20
9184,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,50.0,80.0,49
9185,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,55.0,100.0,5
9186,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,80.0,100.0,10
9187,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9188,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,50
9189,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,75.0,100.0,5
9190,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,10
9191,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,20
9192,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,50
9193,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,83.0,100.0,5
9194,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,60.0,100.0,10
9195,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,90.0,100.0,20
9196,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,50
9197,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,5
9198,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,10
9199,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,20
9200,"latin trap bad bunny style, perreo, aggressive club vibes, puertorico",party,95.0,100.0,50
9201,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,5
9202,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,60.0,100.0,10
9203,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,20
9204,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,50
9205,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,90.0,100.0,5
9206,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,10
9207,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,60.0,100.0,20
9208,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,50
9209,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,5
9210,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,35.0,100.0,10
9211,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,20
9212,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,60.0,100.0,50
9213,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,5
9214,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,10
9215,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,100.0,100.0,20
9216,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,50
9217,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,5
9218,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,50.0,100.0,10
9219,"celtic folk pub night, fiddles playing fast, drinking songs, happy",happy,35.0,100.0,20
